"Department","Department_Name","Division","Gender","Base Salary","Overtime Pay","Longevity Pay","Grade"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$116,536","$16,610.51","4,009.85","A1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$97,489",,"1,709.25","P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$100,900","$8,090.35","2,792.76","P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$100,900",,"3,471.91","P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$116,536","$372.72","4,009.85","A1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$103,034",,"3,068.96","23"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$100,900",,"3,471.91","P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$100,900","$1,807.18",,"P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$105,945","$2,829.8","3,645.46","P5"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$116,536","$5,184.49","2,127.42","A1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$92,211",,,"N21"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$100,900","$1,188.66",,"P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$100,900","$4,574.09",,"P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$100,900","$761.08","3,471.91","P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$116,536","$5,265.55","4,009.85","A1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$100,900","$5,838.72","3,471.91","P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$112,596",,"1,264.65","A1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$94,190","$7,617.91",,"P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$67,143","$4,531.63",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$94,190","$3,349.8",,"P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$94,190","$10,634.58",,"P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$97,487","$6,978.29",,"P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$89,653","$95.16",,"20"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$94,190","$3,000.93",,"P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$94,190","$10,445.74",,"P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$146,767.42","$2,782.39","616.9","A2"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$100,900","$7,401.44","3,471.91","P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$94,666.6","$334.02","2,818.24","16"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$170,618.02","$1,309.99",,"A3"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$100,900","$6,499.29","1,706.12","P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$116,536","$13,493.48","4,009.85","A1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$105,945","$541.2","1,791.4","P5"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$81,770","$462.04",,"18"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$100,900","$1,027.35","3,471.91","P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$100,900","$1,054.4","3,471.91","P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$112,596","$260.97","655.46","A1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$54,620",,,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$17,415.5",,,"10"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$58,510",,,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$54,620",,,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$54,620",,,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$54,620",,,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$58,510",,,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$58,510",,,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$58,510","$253.17",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$58,510",,,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$58,510","$759.52",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$58,510","$63.3",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$64,872","$262.04",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$58,510",,,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$58,510",,,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$58,510","$253.17",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$58,510","$189.88",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$58,510","$42.2",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$58,510","$379.76",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$58,510","$253.17",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$58,510",,,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$58,510",,,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$58,510","$327.02",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$58,510","$337.56",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$58,510","$1,329.16",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$58,510","$949.4",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$58,510","$752.77",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$58,510","$590.73",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$58,510",,,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$58,510",,,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$58,510","$84.39",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$58,510","$253.17",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$58,510","$337.56",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$58,510","$738.42",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$54,620",,,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$18,896.51",,,"10"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$18,896.51",,,"10"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$18,896.51",,,"10"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$60,560","$636.57",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$58,510","$1,313.84",,"P1"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$89,653","$10,039.47",,"20"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$89,653","$128.1",,"20"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$18,025.04",,,"10"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$17,416",,,"10"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$89,653","$11,295.85",,"20"
"POL","Department of Police","POL 47 MSB Training and Education Division","F","$116,536","$5,133.7","2,127.41","A1"
"POL","Department of Police","POL 47 MSB Personnel Division Recruitment Section","M","$100,900","$3,361.59","3,471.91","P4"
"POL","Department of Police","POL 47 MSB Personnel Division Recruitment Section","F","$79,303","$9,094.01",,"P4"
"POL","Department of Police","POL 47 MSB Personnel Division Recruitment Section","M","$116,536","$5,396.3",,"A1"
"POL","Department of Police","POL 47 MSB Personnel Division Recruitment Section","F","$100,900","$1,253.29","3,471.91","P4"
"POL","Department of Police","POL 47 MSB Personnel Division Recruitment Section","F","$97,489","$1,055.13","1,837.36","P4"
"POL","Department of Police","POL 47 MSB Personnel Division Polygraph Section","M","$116,536","$93.18","4,009.85","A1"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","M","$93,895",,"2,794.4","21"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","M","$92,211",,"438.9","21"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","M","$93,895",,,"21"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","M","$92,211",,,"21"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","M","$93,895","$2,052.51",,"21"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","M","$93,895","$399",,"21"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","F","$113,091",,,"N25"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","M","$85,500",,,"21"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","M","$89,500",,,"21"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","M","$93,895",,,"21"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","M","$93,895",,,"21"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","M","$93,895","$299.25",,"21"
"POL","Department of Police","POL 47 MSB Personnel Division Background Section","M","$93,895",,"5,672","21"
"POL","Department of Police","POL 47 MSB Personnel Division Administration","M","$88,118.3","$1,598.29",,"N21"
"POL","Department of Police","POL 47 MSB Personnel Division Administration","F","$113,091",,,"N25"
"POL","Department of Police","POL 47 MSB Personnel Division Administration","F","$103,034",,"2,045.92","N23"
"POL","Department of Police","POL 47 MSB Personnel Division Administration","F","$82,954","$1,106.77",,"N23"
"POL","Department of Police","POL 47 MSB Personnel Division Administration","M","$82,954",,,"N23"
"POL","Department of Police","POL 47 MSB Personnel Division Administration","F","$82,954",,,"N23"
"POL","Department of Police","POL 47 MSB Personnel Division Administration","M","$88,667.47","$219.55",,"N23"
"POL","Department of Police","POL 47 MSB Personnel Division Administration","F","$103,034",,,"N23"
"POL","Department of Police","POL 47 MSB Personnel Division","F","$148,607",,,"M3"
"POL","Department of Police","POL 47 MSB Personnel Division","M","$100,900",,"3,471.91","P4"
"POL","Department of Police","POL 47 MSB Personnel Division","F","$100,050.8","$1,455.41",,"23"
"POL","Department of Police","POL 47 MSB Personnel Division","M","$81,770",,,"N18"
"POL","Department of Police","POL 47 MSB Management and Budget Division Vehicle Recovery Section","M","$49,269.39","$1,741.09",,"16"
"POL","Department of Police","POL 47 MSB Management and Budget Division Vehicle Recovery Section","F","$105,945","$774.94","1,791.4","P5"
"POL","Department of Police","POL 47 MSB Management and Budget Division Vehicle Recovery Section","F","$65,109","$9,270.02","1,931.2","13"
"POL","Department of Police","POL 47 MSB Management and Budget Division Vehicle Recovery Section","M","$116,536","$38,598.09","4,009.85","A1"
"POL","Department of Police","POL 47 MSB Management and Budget Division Vehicle Recovery Section","M","$67,000","$2,174.35",,"16"
"POL","Department of Police","POL 47 MSB Management and Budget Division Vehicle Recovery Section","F","$80,086","$7,422.67","659.98","N18"
"POL","Department of Police","POL 47 MSB Management and Budget Division Vehicle Recovery Section","M","$49,269.39","$11,570.64",,"16"
"POL","Department of Police","POL 47 MSB Management and Budget Division Procurement and Logistics","M","$48,314.2","$67.26",,"13"
"POL","Department of Police","POL 47 MSB Management and Budget Division Procurement and Logistics","M","$59,456.23",,,"N19"
"POL","Department of Police","POL 47 MSB Management and Budget Division Fleet Management Section","M","$153,808",,,"A2"
"POL","Department of Police","POL 47 MSB Management and Budget Division Fleet Management Section","M","$103,034","$9,859.6",,"N23"
"POL","Department of Police","POL 47 MSB Management and Budget Division False Alarm Reduction Unit","F","$81,770","$4,481.74",,"18"
"POL","Department of Police","POL 47 MSB Management and Budget Division False Alarm Reduction Unit","M","$113,091",,,"N25"
"POL","Department of Police","POL 47 MSB Management and Budget Division False Alarm Reduction Unit","F","$93,895","$7,660.93","2,794.4","21"
"POL","Department of Police","POL 47 MSB Management and Budget Division False Alarm Reduction Unit","M","$58,553.36",,,"16"
"POL","Department of Police","POL 47 MSB Management and Budget Division False Alarm Reduction Unit","M","$64,839.75","$16,220.6",,"16"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$82,954",,,"N23"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$111,407",,,"25"
"POL","Department of Police","POL 47 MSB Management and Budget Division","M","$102,269.92","$280.19",,"N23"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$58,199.72","$249.42",,"16"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$118,509","$2,001.2",,"N26"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$99,374.94",,,"23"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$93,895",,"1,862.88","N21"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$74,614","$236.7","430.8","16"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$113,091","$437.08","2,247.68","N25"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$113,091",,"1,436.16","25"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$148,098.05",,,"M3"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$91,134.46",,,"23"
"POL","Department of Police","POL 47 MSB Management and Budget Division","M","$156,000",,,"M2"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$74,614",,"2,216.16","16"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$102,744.38",,,"25"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$93,185.93",,,"23"
"POL","Department of Police","POL 47 MSB Management and Budget Division","M","$91,904.34",,,"21"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Warrant Control Section","M","$54,502.09","$5,658.56",,"16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Warrant Control Section","F","$54,502.09","$643.35",,"16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Warrant Control Section","F","$74,614","$1,628.4","4,497.76","16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Warrant Control Section","F","$74,614","$5,056.5","2,216.16","16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Warrant Control Section","M","$59,744.9","$8,215.9",,"16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Warrant Control Section","M","$56,348.66","$2,111.67",,"16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Warrant Control Section","M","$72,984.35","$2,099.19",,"16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Warrant Control Section","F","$74,614","$4,694.35","2,216.16","16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Telephone Reporting Section","F","$78,084.02","$4,506.49",,"18"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Telephone Reporting Section","F","$74,614","$2,952.45","4,497.76","16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Telephone Reporting Section","F","$61,382.34","$4,455.77",,"18"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Records Management Section","F","$74,614","$10,452.23","2,216.16","16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Records Management Section","F","$73,638.95","$3,690.35",,"16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Records Management Section","F","$71,288","$1,514.26",,"15"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Records Management Section","F","$74,614","$5,092.65","2,216.16","16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Records Management Section","F","$74,614","$7,953.42","4,094.35","16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Records Management Section","F","$54,051.1","$522.38",,"15"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Records Management Section","F","$54,502.09","$3,062.28",,"16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Records Management Section","M","$74,614",,"3,543.84","16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Records Management Section","F","$85,615","$6,990.18",,"16"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Records Management Section","F","$103,034","$8,809.71",,"N23"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Records Management Section","F","$87,356.88","$9,614.04",,"21"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Records Management Section","M","$98,000",,,"23"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Records Management Section","M","$103,034","$124,019.36",,"23"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Data Systems Section","F","$74,614",,"2,216.16","16"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Data Systems Section","F","$74,614",,"4,497.76","16"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Data Systems Section","M","$141,337",,,"N30"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Data Systems Section","F","$67,845.27","$1,473.92",,"20"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Data Systems Section","M","$85,615",,,"19"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Data Systems Section","M","$125,000",,,"N30"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Data Systems Section","M","$50,333.38",,,"14"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Crime Analysis Section","F","$69,968.13",,,"20"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Crime Analysis Section","F","$89,653","$199.79","931.68","20"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Crime Analysis Section","M","$97,217.38","$446.78",,"22"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Crime Analysis Section","M","$98,349",,,"22"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Crime Analysis Section","M","$98,349","$2,277.02",,"22"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Crime Analysis Section","F","$89,653",,"2,667.52","20"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Crime Analysis Section","M","$69,968.13","$198.8",,"20"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Crime Analysis Section","M","$105,737.73",,,"N25"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Crime Analysis Section","F","$72,029.01","$953.36",,"20"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","F","$127,837.23",,,"28"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","M","$137,000",,,"M3"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","F","$70,000",,,"N21"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","F","$71,288","$3,689.27",,"15"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","F","$89,653",,"5,412.96","20"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","M","$85,615",,"2,545.76","19"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","F","$76,148.79",,,"21"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","M","$113,091",,"2,247.68","N25"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","M","$93,651.66","$1,758.31",,"23"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","F","$87,170.91",,"1,868.8","21"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","M","$77,749.2","$476.27",,"18"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","M","$105,945","$15,011.82","3,645.46","P5"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","M","$130,167",,,"N28"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","M","$130,359.9",,,"N30"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","M","$118,281.29","$682.41",,"26"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","F","$79,533.09","$8,948.22",,"N23"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","M","$88,611.53","$5,448.8",,"23"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","F","$147,068.14",,,"M3"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","M","$118,509","$86.78","3,532.8","26"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","F","$146,923",,,"M3"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","M","$85,615","$957.05",,"19"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","M","$70,092.68",,,"19"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","M","$85,615","$9,266.96",,"19"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","F","$119,950.48",,,"M3"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","M","$89,653","$7,314.21",,"20"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","F","$118,509",,,"N26"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","F","$159,062.94",,,"M2"
"POL","Department of Police","POL 47 MSB Communications Division","F","$62,904.5","$9,568.34",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$55,655",,,"21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$56,961.48","$6,680.97",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$62,963.34","$14,640.55",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$62,775.13","$8,215.64",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$62,963.34","$7,833.24",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$66,024.36","$12,466.73",,"20"
"POL","Department of Police","POL 47 MSB Communications Division","M","$130,167","$395.64",,"N28"
"POL","Department of Police","POL 47 MSB Communications Division","F","$91,921.03","$18,770.17",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","F","$85,615","$9,134.98",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$106,725.16","$3,616.28",,"N25"
"POL","Department of Police","POL 47 MSB Communications Division","M","$85,726.71","$22,121.69",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","F","$89,925.92","$6,926.06",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","M","$89,870.62","$10,092.68",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","F","$103,034","$59,077.4",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","F","$103,034","$9,758.29","1,850.92","N23"
"POL","Department of Police","POL 47 MSB Communications Division","M","$111,411.48",,,"N25"
"POL","Department of Police","POL 47 MSB Communications Division","F","$106,006.98","$453.19",,"26"
"POL","Department of Police","POL 47 MSB Communications Division","F","$85,615","$10,518.86","2,545.76","19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$94,387.04","$255.27",,"23"
"POL","Department of Police","POL 47 MSB Communications Division","M","$84,769.58","$11,043.16",,"20"
"POL","Department of Police","POL 47 MSB Communications Division","M","$141,050.16",,,"M3"
"POL","Department of Police","POL 47 MSB Communications Division","F","$103,034","$7,168.29",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","F","$103,034","$27,723.41",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","M","$85,615","$15,796.78","2,545.76","19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$103,034","$17,957.35",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","M","$93,895","$1,286.65",,"N21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$85,724.84","$7,402.64",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","M","$85,724.84","$26,304.66",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","F","$66,682.01","$12,968.32",,"17"
"POL","Department of Police","POL 47 MSB Communications Division","F","$73,013.96","$14,695.75",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$73,013.96","$20,450.48",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$96,820.28","$16,890.29",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","M","$73,988.07","$18,797.94",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$50,244.18","$7,539.72",,"17"
"POL","Department of Police","POL 47 MSB Communications Division","F","$72,264.84","$32,680.72",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$79,138.7","$25,992.75",,"20"
"POL","Department of Police","POL 47 MSB Communications Division","F","$68,274.81","$11,192.24",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$68,274.8","$13,159.07",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$74,927.99","$5,887.43",,"N21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$68,216.38","$9,322.98",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$68,216.38","$5,952.1",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","M","$68,216.38","$13,041.74",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$75,038.02","$24,359.97",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","M","$66,532.38","$1,183.63",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$64,282.49","$1,425.46",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$74,928.56","$12,575.05",,"N21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$70,603.97","$5,354.39",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$74,134.17","$7,285",,"20"
"POL","Department of Police","POL 47 MSB Communications Division","M","$74,134.17","$7,387.29",,"20"
"POL","Department of Police","POL 47 MSB Communications Division","F","$70,603.97","$7,607.1",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$74,047.03","$8,041.14",,"20"
"POL","Department of Police","POL 47 MSB Communications Division","F","$73,988.07","$11,525.46",,"20"
"POL","Department of Police","POL 47 MSB Communications Division","F","$77,431.12","$23,534.18",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","M","$67,265.92","$8,662.42",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$77,431.14","$30,075.46",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","F","$70,545.02","$27,412.55",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$60,833.94","$13,128.24",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$80,260.17",,,"21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$75,627.96","$12,375.92",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$75,376.98","$10,113.17",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$91,142.95","$16,436.8",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","M","$73,434.34","$24,693",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","F","$60,893.08","$23,060.31",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$99,457.14","$9,987.8",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","F","$96,154.09","$10,593.8",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","F","$85,615","$14,945","2,545.76","19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$93,895","$33.86",,"N21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$85,615","$14,953.45","1,867.6","19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$85,912.87","$12,701.72",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","M","$85,615","$30,786","2,545.76","19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$113,091","$319.65","6,840.96","25"
"POL","Department of Police","POL 47 MSB Communications Division","F","$93,895","$3,812.38",,"N21"
"POL","Department of Police","POL 47 MSB Communications Division","M","$88,919.81","$30,697.36",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$113,091","$1,402.35","1,877.76","N25"
"POL","Department of Police","POL 47 MSB Communications Division","F","$85,615","$6,536.36",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$99,457.14","$18,754.23",,"N23"
"POL","Department of Police","POL 47 MSB Communications Division","F","$85,615","$14,838.98",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$85,615","$19,801.85",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$85,615","$45,208.3","2,545.36","19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$89,653","$23,711.12","2,630.4","20"
